일시,최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온
1963-11-05,20.5,5.6,14.9,,57.3,1.5,9.1,,86.7,13.0
1963-11-06,12.1,8.0,4.1,7.5,82.5,1.9,0.0,,0.0,9.9
1963-11-07,12.7,8.9,3.8,2.0,91.0,2.8,0.0,,0.0,10.8
1963-11-08,9.0,0.3,8.7,,49.5,4.6,9.1,,87.5,3.6
1963-11-09,6.4,-2.4,8.8,,56.8,1.6,6.4,,61.5,1.5
1963-11-10,6.2,-2.8,9.0,0.0,67.0,1.4,2.0,,19.4,2.3
1963-11-11,12.9,3.9,9.0,0.6,72.8,3.5,6.6,,64.1,8.4
1963-11-12,14.7,4.2,10.5,0.0,60.8,2.4,6.8,,66.0,9.1
1963-11-13,16.3,6.9,9.4,0.0,72.8,1.9,6.8,,66.0,10.3
1963-11-14,16.5,4.6,11.9,0.8,69.3,2.5,8.4,,82.4,9.1
1963-11-15,10.7,3.4,7.3,,50.0,2.0,3.8,,37.3,6.0
1963-11-16,12.7,-1.0,13.7,,57.8,1.4,8.9,,87.3,5.9
1963-11-17,11.6,4.4,7.2,0.4,72.0,1.6,0.5,,5.0,7.7
1963-11-18,14.9,4.0,10.9,,74.3,1.5,5.6,,55.4,9.7
1963-11-19,14.5,9.0,5.5,0.1,79.0,1.9,0.4,,4.0,11.0
1963-11-20,13.3,5.2,8.1,,59.3,3.1,9.2,,91.1,9.8
1963-11-21,12.8,1.2,11.6,,58.8,1.4,5.3,,53.0,6.7
1963-11-22,10.8,0.6,10.2,7.3,66.5,4.8,4.6,,46.0,7.0
1963-11-23,8.6,-1.6,10.2,,56.0,1.9,8.1,,81.0,3.4
1963-11-24,9.8,3.4,6.4,1.0,52.5,3.0,1.7,,17.0,6.4
1963-11-25,7.8,-0.3,8.1,5.3,71.3,4.6,1.7,,17.2,5.0
1963-11-26,2.0,-3.2,5.2,,58.0,3.7,7.6,,76.8,-1.1
1963-11-27,5.3,-4.2,9.5,1.8,72.8,2.6,1.8,,18.2,0.1
1963-11-28,1.7,-5.4,7.1,,51.3,3.8,9.1,,91.9,-1.7
1963-11-29,1.0,-7.2,8.2,,57.5,2.3,8.5,,86.7,-3.4
1963-11-30,3.8,-6.4,10.2,,59.3,1.8,8.0,,81.6,-2.0
1963-12-01,5.4,-6.4,11.8,,69.5,1.2,5.8,,59.2,-0.4
1963-12-02,7.5,0.4,7.1,,70.0,1.5,4.9,,50.0,3.4
1963-12-03,9.2,1.2,8.0,,72.5,1.1,2.7,,27.6,3.9
1963-12-04,8.0,0.6,7.4,0.0,64.8,1.9,3.6,,37.1,4.2
1963-12-05,5.2,-0.2,5.4,1.2,81.0,2.1,0.0,,0.0,2.2
1963-12-06,6.8,-0.2,7.0,,81.5,1.9,0.5,,5.2,3.2
1963-12-07,6.5,2.0,4.5,4.0,80.8,3.2,0.0,,0.0,4.8
1963-12-08,2.4,-3.7,6.1,,56.8,3.4,9.0,,92.8,0.0
1963-12-09,2.6,-5.8,8.4,,64.3,1.6,4.5,,46.4,-1.9
1963-12-10,3.2,-3.2,6.4,0.6,75.8,1.8,4.1,,42.3,0.2
1963-12-11,3.7,-3.2,6.9,,76.0,1.7,4.5,,46.9,0.2
1963-12-12,7.8,-1.3,9.1,0.0,67.3,2.1,4.0,,41.7,2.3
1963-12-13,10.6,-1.3,11.9,,77.3,1.5,6.2,,64.6,4.1
1963-12-14,9.9,2.9,7.0,,81.3,2.0,1.5,,15.6,5.8
1963-12-15,10.9,1.0,9.9,,75.5,1.4,7.6,,79.2,5.7
1963-12-16,8.3,1.2,7.1,,77.8,1.7,5.9,,61.5,4.3
1963-12-17,4.8,-1.2,6.0,0.0,85.5,2.6,0.0,,0.0,1.8
1963-12-18,-0.6,-6.3,5.7,,46.3,4.5,8.1,,84.4,-3.5
1963-12-19,1.9,-7.8,9.7,,55.3,1.6,6.4,,66.7,-3.4
1963-12-20,6.3,-2.4,8.7,0.2,61.3,3.1,0.4,,4.2,0.0
1963-12-21,1.7,-4.9,6.6,,52.0,3.2,6.7,,69.8,-1.6
1963-12-22,9.6,-1.3,10.9,0.2,79.0,1.9,2.3,,24.0,3.5
1963-12-23,12.2,4.0,8.2,,78.5,2.4,0.0,,0.0,7.7
1963-12-24,9.1,-3.1,12.2,1.0,67.8,5.6,2.2,,22.9,3.9
1963-12-25,-1.6,-7.9,6.3,,50.0,3.4,6.5,,67.7,-4.8
1963-12-26,-6.2,-12.1,5.9,,47.5,3.6,5.8,,60.4,-9.5
1963-12-27,-4.8,-13.2,8.4,,55.3,2.7,6.9,,71.9,-9.3
1963-12-28,2.3,-9.4,11.7,0.0,69.5,2.5,1.6,,16.7,-2.9
1963-12-29,7.2,-3.8,11.0,5.6,78.8,4.0,0.0,,0.0,1.7
1963-12-30,1.9,-6.2,8.1,,73.8,1.2,7.9,,82.3,-2.6
1963-12-31,5.3,-3.4,8.7,0.0,72.0,2.9,0.8,,8.3,0.5
1964-01-01,-1.2,-7.0,5.8,,51.8,2.6,3.9,,40.6,-4.5
1964-01-02,2.7,-8.0,10.7,,52.8,1.4,8.0,,83.3,-3.4
1964-01-03,1.0,-6.2,7.2,,59.8,2.1,7.4,,77.1,-2.7
1964-01-04,0.9,-8.2,9.1,,53.8,1.2,6.9,,71.9,-4.1
1964-01-05,2.8,-7.0,9.8,,67.3,1.4,3.6,,37.5,-2.5
1964-01-06,4.6,-1.8,6.4,0.0,71.0,2.2,2.9,,30.2,0.6
1964-01-07,2.4,-5.0,7.4,,69.0,1.0,2.1,,21.9,-1.8
1964-01-08,2.8,-3.0,5.8,0.3,80.5,1.7,0.0,,0.0,0.0
1964-01-09,6.8,-2.2,9.0,,74.5,1.6,8.0,,82.5,1.5
1964-01-10,6.1,-3.7,9.8,,80.0,1.6,5.2,,53.6,0.6
1964-01-11,7.2,1.3,5.9,4.2,61.3,4.4,0.0,,0.0,4.5
1964-01-12,10.0,4.2,5.8,12.6,92.3,4.2,0.0,,0.0,6.3
1964-01-13,5.1,-0.3,5.4,0.1,84.3,2.4,0.0,,0.0,3.6
1964-01-14,4.4,-3.0,7.4,,72.8,1.7,8.1,,82.7,0.3
1964-01-15,8.0,-3.3,11.3,,63.5,2.2,7.2,,73.5,1.9
1964-01-16,5.4,1.4,4.0,0.0,67.5,3.4,0.5,,5.1,3.2
1964-01-17,4.3,-1.4,5.7,0.0,81.0,2.1,1.9,,19.2,1.8
1964-01-18,-0.9,-5.4,4.5,0.0,72.5,3.9,1.5,,15.2,-2.6
1964-01-19,-1.9,-8.1,6.2,,48.8,3.2,8.5,,85.9,-5.5
1964-01-20,1.5,-7.6,9.1,,59.0,1.9,8.3,,83.8,-3.4
1964-01-21,1.8,-5.8,7.6,,68.3,1.4,5.9,,59.0,-2.0
1964-01-22,3.7,-2.8,6.5,,60.0,1.9,2.4,,24.0,0.0
1964-01-23,5.3,-5.3,10.6,,68.8,1.6,8.0,,80.0,-0.5
1964-01-24,5.1,-3.3,8.4,,58.8,2.7,9.2,,92.0,0.2
1964-01-25,5.4,-5.5,10.9,,69.8,1.4,7.6,,75.2,-0.8
1964-01-26,5.8,-5.0,10.8,,70.0,1.4,8.1,,80.2,-0.3
1964-01-27,7.6,-2.0,9.6,,65.3,2.5,5.1,,50.5,2.8
1964-01-28,7.1,2.3,4.8,0.0,67.3,2.7,0.0,,0.0,4.6
1964-01-29,4.1,1.2,2.9,1.7,79.3,3.6,0.0,,0.0,2.6
1964-01-30,1.7,-3.0,4.7,1.2,85.5,3.1,0.0,,0.0,0.0
1964-01-31,-2.8,-5.4,2.6,0.2,70.8,3.9,1.5,,14.7,-4.3
1964-02-01,-4.0,-6.6,2.6,0.1,71.8,2.4,0.6,,5.8,-5.4
1964-02-02,-2.5,-9.0,6.5,,68.3,2.2,8.8,,85.4,-6.0
1964-02-03,-1.8,-9.4,7.6,,67.8,1.8,8.2,,79.6,-5.9
1964-02-04,0.6,-9.4,10.0,,60.5,1.7,5.8,,55.8,-4.8
1964-02-05,4.0,-6.3,10.3,,55.5,1.1,8.7,,83.7,-1.7
1964-02-06,1.4,-2.6,4.0,8.5,86.5,2.5,0.0,,0.0,-0.2
1964-02-07,3.2,-2.4,5.6,2.9,87.3,2.8,1.0,,9.5,0.5
1964-02-08,1.4,0.2,1.2,8.2,96.0,6.3,0.0,,0.0,0.8
1964-02-09,1.6,-0.5,2.1,5.9,91.5,5.4,0.0,,0.0,0.3
1964-02-10,1.2,-4.4,5.6,1.5,89.0,3.0,0.0,,0.0,-0.2
1964-02-11,-3.5,-12.0,8.5,0.0,61.0,5.7,8.5,,80.2,-8.3
1964-02-12,-9.2,-15.0,5.8,,49.5,4.2,9.7,,90.7,-12.4
1964-02-13,-6.4,-16.2,9.8,,59.3,1.7,8.0,,74.8,-11.1
1964-02-14,-2.6,-12.6,10.0,,60.5,1.8,8.3,,77.6,-7.6
1964-02-15,-3.2,-8.2,5.0,,57.0,1.5,0.5,,4.6,-5.8
1964-02-16,0.0,-9.2,9.2,0.0,67.3,2.6,7.5,,69.4,-4.5
1964-02-17,-2.2,-8.6,6.4,,61.8,2.7,9.0,,82.6,-5.4
1964-02-18,-0.7,-6.8,6.1,,59.3,2.0,7.2,,66.1,-4.3
1964-02-19,0.2,-8.4,8.6,,66.8,2.2,8.4,,77.1,-3.9
1964-02-20,-0.7,-7.1,6.4,,54.3,2.2,7.7,,70.0,-4.5
1964-02-21,-2.9,-8.0,5.1,,58.3,3.2,9.3,,84.5,-5.5
1964-02-22,0.6,-10.2,10.8,,60.0,1.6,9.4,,85.5,-5.0
1964-02-23,2.4,-8.4,10.8,,59.3,1.4,9.1,,82.0,-3.5
1964-02-24,5.3,-5.0,10.3,,62.8,2.2,6.3,,56.8,-0.3
1964-02-25,5.2,-2.2,7.4,0.0,63.3,2.1,5.9,,53.2,0.4
1964-02-26,5.8,-4.0,9.8,,53.8,1.8,9.4,,83.9,0.7
1964-02-27,5.0,-2.9,7.9,,64.0,2.0,8.0,,71.4,0.4
1964-02-28,5.7,-4.0,9.7,,68.0,2.4,10.0,,88.5,0.6
1964-02-29,6.5,-2.7,9.2,,76.5,1.5,7.4,,65.5,1.6
1964-03-01,7.7,0.1,7.6,,77.3,2.0,4.5,,39.8,3.3
1964-03-02,9.6,-0.4,10.0,,74.5,1.6,5.7,,50.0,4.0
1964-03-03,10.2,2.4,7.8,0.0,59.8,3.3,4.9,,43.0,6.2
1964-03-04,9.8,1.9,7.9,,65.5,2.9,7.9,,69.3,5.3
1964-03-05,10.0,2.5,7.5,,67.0,2.7,8.5,,73.9,4.9
1964-03-06,9.6,-0.6,10.2,,66.3,1.7,2.0,,17.4,4.4
1964-03-07,9.4,1.0,8.4,,57.0,3.3,10.5,,90.5,4.5
1964-03-08,10.0,-0.2,10.2,,57.0,2.0,10.4,,89.7,4.1
1964-03-09,9.8,-1.0,10.8,,64.3,2.5,8.3,,71.6,3.6
1964-03-10,9.6,0.6,9.0,0.0,77.8,2.2,4.3,,36.8,4.6
1964-03-11,9.4,0.4,9.0,,59.8,2.8,10.5,,89.7,4.5
1964-03-12,12.4,1.0,11.4,,56.0,1.8,5.0,,42.4,6.1
1964-03-13,7.3,1.5,5.8,0.0,63.5,3.2,1.3,,11.0,5.1
1964-03-14,6.4,-1.8,8.2,,55.5,3.9,9.8,,83.1,1.5
1964-03-15,0.0,-3.4,3.4,17.9,77.5,3.6,0.6,,5.0,-1.5
1964-03-16,2.8,-2.4,5.2,0.0,68.8,3.7,5.9,,49.6,0.0
1964-03-17,5.4,-2.2,7.6,,57.0,2.9,10.4,,86.7,1.3
1964-03-18,8.8,-2.7,11.5,,56.3,1.6,10.7,,89.2,3.1
1964-03-19,5.2,0.0,5.2,13.0,78.8,2.3,0.0,,0.0,1.4
1964-03-20,5.2,0.2,5.0,0.7,73.0,3.9,4.1,,33.9,2.4
1964-03-21,6.2,-1.4,7.6,,45.3,3.7,9.7,,80.2,2.1
1964-03-22,7.3,-1.6,8.9,,53.3,3.1,9.2,,75.4,2.7
1964-03-23,8.4,-1.6,10.0,,53.5,2.3,10.1,,82.8,3.1
1964-03-24,5.5,-0.8,6.3,,70.0,2.1,0.0,,0.0,2.1
1964-03-25,6.4,-1.0,7.4,,67.5,3.2,10.5,,85.4,2.2
1964-03-26,8.4,-1.4,9.8,0.0,64.3,5.6,2.6,,21.1,2.8
1964-03-27,6.8,-1.3,8.1,,50.3,3.3,9.2,,74.2,2.4
1964-03-28,7.8,0.4,7.4,2.0,72.0,2.2,2.1,,16.9,4.2
1964-03-29,13.8,2.1,11.7,,76.0,2.0,6.6,,52.8,6.6
1964-03-30,17.7,3.4,14.3,2.9,72.3,3.5,6.3,,50.4,9.7
1964-03-31,17.0,9.0,8.0,0.8,91.3,1.9,0.8,,6.4,12.6
1964-04-01,17.3,8.4,8.9,6.7,79.8,3.7,6.5,,51.6,12.6
1964-04-02,19.3,7.2,12.1,,60.5,3.2,4.9,,38.9,13.7
1964-04-03,18.0,13.8,4.2,2.4,78.8,1.5,0.0,,0.0,15.3
1964-04-04,22.7,12.6,10.1,,78.8,2.1,8.9,,70.1,16.4
1964-04-05,18.2,12.4,5.8,46.0,87.3,3.0,0.0,,0.0,15.5
1964-04-06,12.4,2.8,9.6,49.5,92.0,6.7,0.0,,0.0,6.4
1964-04-07,8.1,2.4,5.7,,60.0,6.3,3.4,,26.6,4.5
1964-04-08,9.8,0.7,9.1,,60.5,3.2,5.4,,42.2,5.6
1964-04-09,17.2,6.9,10.3,,64.8,1.9,7.5,,58.1,11.3
1964-04-10,16.8,9.6,7.2,1.1,75.5,2.0,2.5,,19.4,12.3
1964-04-11,18.9,7.7,11.2,,72.8,1.7,9.2,,70.8,12.8
1964-04-12,20.5,8.8,11.7,,68.3,2.1,10.7,,82.3,14.7
1964-04-13,21.4,9.6,11.8,,61.5,2.1,10.9,,83.8,15.3
1964-04-14,19.6,9.0,10.6,5.2,68.5,1.9,3.1,,23.7,14.7
1964-04-15,16.8,12.4,4.4,37.3,95.3,2.3,0.0,,0.0,15.7
1964-04-16,15.7,10.4,5.3,16.3,94.3,4.3,0.0,,0.0,12.2
1964-04-17,20.8,15.7,5.1,6.0,91.5,4.8,0.0,,0.0,17.8
1964-04-18,17.1,14.6,2.5,14.4,97.8,1.6,0.0,,0.0,16.2
1964-04-19,17.0,15.7,1.3,84.7,97.8,1.7,0.0,,0.0,16.6
1964-04-20,22.7,14.2,8.5,3.6,90.3,1.9,2.1,,15.8,18.1
1964-04-21,20.6,13.6,7.0,14.6,83.8,3.3,0.0,,0.0,17.9
1964-04-22,18.6,12.8,5.8,33.3,94.8,2.4,1.2,,9.0,15.4
1964-04-23,22.8,13.7,9.1,,80.8,2.1,8.5,,63.4,16.9
1964-04-24,25.4,11.8,13.6,,52.8,2.7,10.9,,80.7,18.6
1964-04-25,14.8,8.7,6.1,17.3,73.8,4.2,0.0,,0.0,11.0
1964-04-26,16.7,8.0,8.7,,65.8,2.7,10.4,,77.0,11.7
1964-04-27,19.9,7.2,12.7,,54.0,1.8,11.1,,81.6,14.3
1964-04-28,23.8,8.9,14.9,,40.0,2.2,10.5,,77.2,16.5
1964-04-29,23.3,9.4,13.9,,31.8,2.5,9.7,,71.3,16.9
1964-04-30,23.0,13.3,9.7,0.4,36.5,3.1,3.2,,23.4,17.3
1964-05-01,13.6,8.7,4.9,33.2,88.8,4.2,0.0,,0.0,10.7
1964-05-02,12.9,8.7,4.2,3.2,87.8,2.7,0.0,,0.0,10.4
1964-05-03,18.5,10.0,8.5,,79.5,1.6,3.5,,25.4,13.9
1964-05-04,21.9,12.3,9.6,,70.3,2.7,11.2,,81.2,16.5
1964-05-05,23.0,13.4,9.6,,76.0,2.1,8.6,,62.3,16.9
1964-05-06,25.0,12.4,12.6,,65.0,2.2,11.1,,79.9,18.8
1964-05-07,26.0,13.3,12.7,,54.8,1.9,11.8,,84.9,19.7
1964-05-08,27.8,12.8,15.0,,53.3,1.7,10.2,,72.9,20.8
1964-05-09,27.5,13.8,13.7,,59.0,1.7,5.7,,40.7,19.8
1964-05-10,21.0,13.1,7.9,5.0,75.8,2.0,3.1,,22.1,15.7
1964-05-11,21.3,10.8,10.5,,54.5,3.1,10.3,,73.6,15.2
1964-05-12,22.8,9.2,13.6,,51.8,2.3,11.6,,82.3,16.1
1964-05-13,23.7,10.0,13.7,,57.5,2.3,11.4,,80.9,16.9
1964-05-14,25.9,12.0,13.9,,55.0,2.1,11.1,,78.7,18.5
1964-05-15,28.5,13.7,14.8,,49.3,2.1,11.6,,82.3,21.1
1964-05-16,29.2,13.6,15.6,,42.5,1.5,10.8,,76.1,22.6
1964-05-17,23.3,16.5,6.8,0.5,55.3,1.5,0.0,,0.0,19.2
1964-05-18,23.3,16.1,7.2,0.0,57.0,3.9,2.7,,19.0,19.6
1964-05-19,27.9,17.1,10.8,,48.5,3.1,7.7,,53.8,22.0
1964-05-20,28.1,19.4,8.7,0.0,44.5,2.3,2.5,,17.5,22.7
1964-05-21,27.0,19.2,7.8,7.1,60.5,1.7,0.6,,4.2,21.9
1964-05-22,21.4,16.7,4.7,34.3,90.3,1.9,0.0,,0.0,18.7
1964-05-23,21.6,15.8,5.8,0.0,90.8,2.0,1.0,,6.9,17.6
1964-05-24,25.0,15.2,9.8,,68.3,2.4,7.5,,52.1,19.0
1964-05-25,25.3,13.4,11.9,,55.8,2.3,11.3,,78.5,19.8
1964-05-26,27.4,14.1,13.3,,55.0,1.7,10.7,,74.3,21.4
1964-05-27,25.0,15.5,9.5,,66.8,2.0,3.5,,24.3,19.6
1964-05-28,24.9,14.0,10.9,,64.0,2.4,10.8,,74.5,19.2
1964-05-29,25.4,14.3,11.1,,69.0,2.2,11.4,,78.6,19.5
1964-05-30,26.6,14.9,11.7,,68.3,2.2,10.8,,74.5,20.3
1964-05-31,28.9,16.0,12.9,,60.0,1.9,11.3,,77.9,22.1
1964-06-01,24.8,16.8,8.0,1.0,61.5,1.5,0.0,,0.0,20.0
1964-06-02,19.9,15.7,4.2,34.7,85.8,2.5,0.0,,0.0,16.7
1964-06-03,17.8,14.0,3.8,3.3,85.0,2.6,0.0,,0.0,15.8
1964-06-04,24.2,13.8,10.4,,67.0,2.5,9.0,,61.6,18.8
1964-06-05,24.4,14.4,10.0,0.3,60.5,2.9,7.2,,49.3,19.3
1964-06-06,26.4,15.9,10.5,,73.3,1.9,9.4,,64.4,20.0
1964-06-07,26.2,18.3,7.9,,75.8,2.3,4.7,,32.2,21.2
1964-06-08,22.9,17.9,5.0,0.7,77.3,2.6,0.7,,4.8,20.7
1964-06-09,27.7,17.5,10.2,,68.8,1.8,8.8,,59.9,21.8
1964-06-10,22.4,17.7,4.7,0.2,80.8,1.9,0.4,,2.7,19.3
1964-06-11,27.2,17.7,9.5,12.0,69.0,1.9,7.1,,48.3,21.1
1964-06-12,27.8,16.7,11.1,,62.8,1.5,11.7,,79.6,22.2
1964-06-13,26.3,16.7,9.6,,56.5,2.0,10.5,,71.4,21.2
1964-06-14,20.8,15.0,5.8,34.4,80.0,2.2,1.7,,11.6,18.4
1964-06-15,22.6,15.8,6.8,0.9,81.8,1.8,4.1,,27.9,18.2
1964-06-16,24.6,16.2,8.4,,76.0,1.8,8.0,,54.4,20.1
1964-06-17,28.8,16.9,11.9,,71.8,1.7,9.2,,62.6,22.6
1964-06-18,29.4,18.5,10.9,,64.0,1.9,9.7,,66.0,24.0
1964-06-19,24.2,19.8,4.4,1.6,77.0,1.5,0.0,,0.0,21.4
1964-06-20,23.3,18.0,5.3,0.1,77.5,2.6,0.0,,0.0,20.2
1964-06-21,26.2,18.4,7.8,,75.0,2.4,9.5,,64.6,21.5
1964-06-22,26.6,18.4,8.2,,67.8,2.4,10.1,,68.7,21.9
1964-06-23,29.1,17.3,11.8,,69.3,2.0,11.4,,77.6,22.4
1964-06-24,30.0,17.8,12.2,,57.8,2.2,9.4,,63.9,23.7
1964-06-25,29.5,18.2,11.3,,69.0,2.2,11.7,,79.6,23.5
1964-06-26,31.2,18.8,12.4,,69.0,1.8,7.8,,53.1,24.5
1964-06-27,32.4,21.2,11.2,,61.3,1.9,10.2,,69.4,25.9
1964-06-28,33.4,21.0,12.4,16.5,60.8,2.0,7.3,,49.7,26.4
1964-06-29,32.8,21.2,11.6,,68.0,1.7,9.8,,66.7,26.9
1964-06-30,33.0,22.0,11.0,6.8,63.3,1.8,7.0,,47.6,26.9
1964-07-01,24.4,22.7,1.7,86.5,94.8,3.8,0.0,,0.0,23.4
1964-07-02,24.0,22.6,1.4,46.7,97.8,3.9,0.0,,0.0,23.2
1964-07-03,25.6,22.2,3.4,16.5,96.8,2.7,0.0,,0.0,23.0
1964-07-04,29.8,22.9,6.9,0.0,87.0,2.1,0.0,,0.0,25.4
1964-07-05,26.2,21.7,4.5,27.8,89.0,2.8,0.0,,0.0,23.6
1964-07-06,26.2,23.2,3.0,0.0,90.0,2.4,0.0,,0.0,24.4
1964-07-07,26.1,23.4,2.7,15.5,90.3,1.8,0.0,,0.0,24.4
1964-07-08,25.5,22.8,2.7,18.5,95.3,3.0,0.0,,0.0,23.9
1964-07-09,24.6,20.6,4.0,0.1,90.0,1.4,0.0,,0.0,22.0
1964-07-10,28.8,20.8,8.0,0.0,88.3,1.7,4.6,,31.5,23.8
1964-07-11,30.1,22.0,8.1,14.0,80.8,1.0,0.0,,0.0,25.4
1964-07-12,30.4,21.7,8.7,56.9,84.5,2.0,6.9,,47.6,24.7
1964-07-13,27.3,22.1,5.2,3.6,83.3,1.5,0.0,,0.0,24.7
1964-07-14,25.9,20.9,5.0,89.4,89.8,3.3,1.8,,12.4,23.7
1964-07-15,29.0,20.0,9.0,0.0,82.0,2.0,0.0,,0.0,23.7
1964-07-16,27.9,21.8,6.1,,83.5,1.5,7.8,,53.8,24.2
1964-07-17,24.2,22.1,2.1,41.8,96.3,2.0,0.0,,0.0,22.8
1964-07-18,29.0,20.8,8.2,20.5,87.0,1.4,0.8,,5.6,24.1
1964-07-19,28.6,19.6,9.0,,65.0,3.0,11.5,,79.9,23.7
1964-07-20,28.9,19.3,9.6,,67.3,1.8,3.7,,25.7,23.9
1964-07-21,28.7,20.0,8.7,,74.0,1.7,5.0,,35.0,23.8
1964-07-22,29.0,21.4,7.6,0.5,78.3,2.5,0.7,,4.9,25.3
1964-07-23,25.0,22.9,2.1,27.0,92.5,2.7,0.0,,0.0,23.9
1964-07-24,29.8,21.8,8.0,0.1,82.0,1.8,9.6,,67.1,24.8
1964-07-25,32.1,19.0,13.1,,65.0,1.5,11.7,,82.4,26.1
1964-07-26,32.4,24.3,8.1,,74.0,1.4,8.8,,62.0,27.5
1964-07-27,33.2,24.0,9.2,,73.5,1.6,7.3,,51.4,28.0
1964-07-28,33.6,24.0,9.6,0.0,72.0,1.2,7.3,,51.4,28.8
1964-07-29,30.8,24.4,6.4,6.0,69.0,4.0,2.3,,16.3,27.1
1964-07-30,28.6,22.7,5.9,33.1,90.0,2.1,0.0,,0.0,24.6
1964-07-31,30.8,23.7,7.1,,78.3,2.0,4.3,,30.5,26.7
1964-08-01,34.5,23.6,10.9,,69.5,1.7,11.4,,81.4,29.3
1964-08-02,34.4,25.3,9.1,,56.3,5.1,5.8,,41.4,29.8
1964-08-03,30.8,25.4,5.4,0.4,66.0,3.8,0.0,,0.0,28.3
1964-08-04,31.8,25.3,6.5,0.0,77.8,1.8,0.4,,2.9,27.8
1964-08-05,32.2,25.4,6.8,0.2,80.8,2.2,5.7,,41.0,27.8
1964-08-06,29.5,25.6,3.9,5.0,87.8,3.1,0.0,,0.0,26.8
1964-08-07,26.8,24.1,2.7,34.1,90.3,3.6,0.0,,0.0,25.7
1964-08-08,27.6,23.0,4.6,25.0,91.3,3.5,0.0,,0.0,24.9
1964-08-09,28.2,23.6,4.6,26.7,94.8,1.2,0.0,,0.0,24.9
1964-08-10,29.6,24.5,5.1,7.6,87.8,3.5,1.5,,10.9,26.0
1964-08-11,26.2,22.5,3.7,52.6,91.0,4.3,0.0,,0.0,24.5
1964-08-12,31.0,24.2,6.8,2.0,82.5,2.6,0.8,,5.8,26.8
1964-08-13,33.0,22.6,10.4,,76.3,2.1,8.2,,59.9,27.1
1964-08-14,31.2,23.9,7.3,,81.8,2.3,3.7,,27.2,26.7
1964-08-15,30.0,24.2,5.8,,83.8,2.6,4.5,,33.1,26.4
1964-08-16,27.4,23.6,3.8,0.1,85.5,1.7,0.0,,0.0,25.4
1964-08-17,34.4,24.4,10.0,,72.8,1.7,9.2,,68.1,29.3
1964-08-18,33.7,25.6,8.1,,64.8,3.2,9.4,,69.6,29.5
1964-08-19,34.2,24.6,9.6,,63.5,3.0,7.4,,55.2,28.3
1964-08-20,30.9,21.6,9.3,14.2,76.8,2.0,9.4,,70.1,25.9
1964-08-21,32.0,22.2,9.8,,72.5,1.6,8.3,,61.9,27.0
1964-08-22,32.9,23.2,9.7,,62.8,3.3,8.3,,62.4,27.8
1964-08-23,31.0,24.1,6.9,,58.5,5.3,6.6,,49.6,26.5
1964-08-24,24.4,21.4,3.0,0.7,74.8,2.7,0.0,,0.0,23.1
1964-08-25,29.3,20.9,8.4,,72.5,2.3,7.4,,56.1,24.4
1964-08-26,29.8,20.4,9.4,,75.0,1.6,8.0,,60.6,24.2
1964-08-27,29.2,19.9,9.3,8.9,81.0,1.1,2.8,,21.2,23.5
1964-08-28,29.3,21.5,7.8,0.0,74.8,1.3,4.2,,32.1,25.0
1964-08-29,30.3,22.4,7.9,2.8,73.0,1.6,4.9,,37.4,25.7
1964-08-30,30.5,22.7,7.8,,75.0,1.7,4.4,,33.8,25.9
1964-08-31,24.8,19.2,5.6,40.0,90.5,2.4,0.0,,0.0,21.1
1964-09-01,24.8,20.8,4.0,3.2,91.8,1.9,0.0,,0.0,22.9
1964-09-02,23.9,22.3,1.6,12.5,93.3,2.0,0.0,,0.0,22.9
1964-09-03,26.8,20.7,6.1,2.2,93.0,1.6,0.9,,7.0,22.6
1964-09-04,24.8,22.6,2.2,116.6,95.3,2.2,0.0,,0.0,23.7
1964-09-05,29.3,21.2,8.1,,81.5,1.8,6.0,,46.9,24.1
1964-09-06,28.0,20.5,7.5,,74.5,1.3,4.2,,32.8,23.7
1964-09-07,30.0,20.0,10.0,,67.8,1.1,8.7,,68.5,24.9
1964-09-08,22.1,18.6,3.5,40.6,90.5,2.0,0.0,,0.0,20.8
1964-09-09,26.6,18.5,8.1,0.2,84.0,1.8,3.3,,26.0,21.7
1964-09-10,28.1,18.5,9.6,,78.0,1.5,9.9,,78.6,22.9
1964-09-11,28.8,17.8,11.0,,69.3,1.3,8.4,,66.7,23.5
1964-09-12,27.3,18.8,8.5,3.1,72.3,2.3,6.1,,48.8,22.9
1964-09-13,26.2,21.7,4.5,126.0,89.8,2.4,0.0,,0.0,23.1
1964-09-14,21.7,18.4,3.3,22.2,92.5,1.7,0.0,,0.0,19.0
1964-09-15,22.0,16.1,5.9,0.0,86.5,1.1,1.1,,8.9,19.2
1964-09-16,25.1,14.5,10.6,,63.0,0.7,5.6,,45.2,18.5
1964-09-17,24.4,13.5,10.9,1.5,73.0,1.8,1.2,,9.8,18.4
1964-09-18,18.2,14.3,3.9,33.6,90.0,4.2,0.0,,0.0,16.6
1964-09-19,22.4,16.1,6.3,0.8,75.5,3.6,0.9,,7.3,18.9
1964-09-20,23.3,15.4,7.9,,79.8,2.1,4.2,,34.4,18.9
1964-09-21,24.0,15.1,8.9,,67.3,1.0,7.3,,59.8,18.9
1964-09-22,23.6,12.6,11.0,,67.0,1.3,10.2,,84.3,17.8
1964-09-23,25.0,13.1,11.9,,57.8,2.9,10.6,,87.6,18.9
1964-09-24,24.4,13.0,11.4,,56.8,2.0,10.6,,87.6,19.2
